,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
45,46.08874,b'Private',227851.83,b'Doctorate',10.668155,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',36.599865,1.3621899,42.327232,b'Trinadad&Tobago',0
46,44.26843,b'Private',196807.3,b'Doctorate',10.762926,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',31.19974,1.1315017,42.20425,b'Trinadad&Tobago',0
47,43.80261,b'Private',158041.64,b'HS-grad',11.132656,b'Married-civ-spouse',b'Other-service',b'Husband',b'Other',b'Female',4.860375,0.13307568,40.930485,b'United-States',0
48,44.94201,b'Private',149593.53,b'Doctorate',11.279754,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',8.333694,0.32785714,40.821804,b'United-States',0
49,44.53398,b'Private',186708.77,b'Doctorate',11.013384,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',25.942661,0.72296154,42.039986,b'Trinadad&Tobago',0
50,41.999004,b'Private',152445.88,b'Doctorate',11.070311,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',7.8581557,0.28969875,42.986076,b'United-States',0
51,43.592957,b'Private',158839.58,b'Doctorate',10.877262,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',7.9588723,0.42465878,41.903698,b'United-States',0
52,44.75607,b'Private',178260.38,b'HS-grad',10.793673,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',28.159933,1.4803251,43.264313,b'United-States',0
53,43.615887,b'Private',179742.03,b'Doctorate',10.9732,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',14.71624,0.7265965,41.382217,b'United-States',0
54,44.421463,b'Private',156455.77,b'HS-grad',10.734038,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',5.222493,0.35718444,41.12509,b'United-States',0
55,43.155594,b'Private',171117.86,b'Doctorate',11.057658,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',4.8986073,0.24290058,42.281097,b'United-States',0
56,43.625656,b'Private',176885.9,b'Doctorate',10.957491,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',21.970053,0.8915963,41.351906,b'United-States',0
57,44.86332,b'Private',213938.27,b'Doctorate',10.356543,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',53.676426,2.1073503,42.770893,b'Trinadad&Tobago',0
58,45.32006,b'Private',192281.58,b'Doctorate',10.992836,b'Married-civ-spouse',b'Other-service',b'Husband',b'Other',b'Female',13.282763,0.565621,42.490215,b'United-States',0
59,43.365623,b'Private',174167.62,b'Doctorate',10.750693,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',28.168873,1.0890509,42.619537,b'Trinadad&Tobago',0
60,44.10425,b'Private',211793.28,b'Doctorate',10.69354,b'Married-civ-spouse',b'Other-service',b'Husband',b'Other',b'Female',22.566093,0.9394995,43.133007,b'Trinadad&Tobago',0
61,43.167847,b'Private',143879.31,b'HS-grad',10.995135,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',9.868826,0.3295537,40.582718,b'United-States',0
62,44.34049,b'Private',185905.77,b'Doctorate',10.987395,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',9.78775,0.42151082,41.067036,b'United-States',0
63,44.64819,b'Private',189374.39,b'Doctorate',10.739716,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',12.37082,0.52357507,43.328934,b'Trinadad&Tobago',0
64,45.112858,b'Private',170644.38,b'Doctorate',10.935365,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',17.881214,0.5232386,42.27543,b'United-States',0
65,45.026745,b'Private',161054.02,b'Doctorate',11.015606,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',9.739017,0.34849456,40.393253,b'United-States',0
66,43.52683,b'Private',155041.16,b'Doctorate',11.077535,b'Married-AF-spouse',b'Other-service',b'Husband',b'Other',b'Female',7.6085014,0.27912232,40.635017,b'United-States',0
67,44.090332,b'Private',214186.77,b'Doctorate',10.729377,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',43.215916,1.782933,42.65445,b'Trinadad&Tobago',0
68,43.49819,b'Private',189330.6,b'Doctorate',10.632902,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',27.721844,1.1659037,42.660446,b'United-States',0
69,44.852818,b'Private',198830.38,b'Doctorate',10.778809,b'Married-civ-spouse',b'Other-service',b'Husband',b'Other',b'Female',30.231174,1.0033704,42.571896,b'Trinadad&Tobago',0
70,43.097397,b'Private',196969.02,b'Doctorate',10.4218025,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',42.08046,1.547052,42.69459,b'Trinadad&Tobago',0
71,44.124874,b'Private',169864.9,b'Doctorate',11.158321,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',12.138701,0.5765258,41.697495,b'United-States',0
72,42.92211,b'Private',182234.11,b'Doctorate',10.715265,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',17.016956,0.57146287,43.392914,b'Trinadad&Tobago',0
73,45.41416,b'Private',199272.22,b'Doctorate',10.735501,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',28.159933,1.3589444,41.267628,b'Trinadad&Tobago',0
74,43.083477,b'Private',146041.7,b'HS-grad',11.321485,b'Married-AF-spouse',b'Other-service',b'Husband',b'Other',b'Female',3.6056535,0.1407032,41.742218,b'United-States',0
75,43.57734,b'Private',143805.55,b'Doctorate',11.026529,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',7.4691424,0.32916892,42.38585,b'United-States',0
76,44.86415,b'Private',190395.73,b'Doctorate',10.857303,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',17.985521,0.6130049,42.176132,b'Trinadad&Tobago',0
77,43.90731,b'Private',189878.02,b'Doctorate',10.83513,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',24.714819,0.88562465,41.053616,b'United-States',0
78,43.685318,b'Private',163395.77,b'Doctorate',11.1850395,b'Married-AF-spouse',b'Handlers-cleaners',b'Husband',b'Other',b'Female',12.448305,0.4182816,43.213966,b'United-States',0
79,44.465973,b'Private',204718.27,b'Doctorate',10.913541,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',29.778183,1.3319421,42.485725,b'Trinadad&Tobago',0
80,43.057114,b'Private',197767.47,b'Doctorate',10.697686,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',29.161282,1.309743,42.812653,b'Trinadad&Tobago',0
81,44.242016,b'Private',186470.97,b'Doctorate',10.825464,b'Married-civ-spouse',b'Other-service',b'Husband',b'Other',b'Female',14.045694,0.70309925,42.51278,b'United-States',0
82,44.525784,b'Private',168423.44,b'Doctorate',10.827904,b'Married-civ-spouse',b'Other-service',b'Husband',b'Other',b'Female',6.8036375,0.37823966,42.15357,b'United-States',0
83,44.790806,b'Private',194860.94,b'Doctorate',10.623288,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',16.757679,0.80124235,42.90771,b'United-States',0
84,44.679928,b'Private',201370.11,b'Doctorate',10.784874,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',22.977362,1.3440152,42.85825,b'Trinadad&Tobago',0
85,45.71532,b'Private',258616.64,b'Doctorate',10.233389,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',134.41905,3.6481712,42.83853,b'Thailand',0
86,43.917404,b'Private',196406.75,b'Doctorate',10.558543,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',39.89597,1.4161946,42.84245,b'Trinadad&Tobago',0
87,43.298298,b'Private',170584.03,b'Doctorate',11.066097,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',11.830434,0.5359883,40.407223,b'United-States',0
88,42.30004,b'Private',136021.53,b'Doctorate',11.363112,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',6.659984,0.38475597,42.260998,b'United-States',0
89,44.641586,b'Private',163522.14,b'HS-grad',10.871999,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',7.654535,0.4108271,43.550037,b'United-States',0
90,41.22529,b'Private',165901.8,b'HS-grad',11.203967,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',11.4442835,0.4852897,40.621136,b'United-States',0
91,45.854736,b'Private',211956.53,b'Doctorate',10.692212,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',25.891998,1.2826109,43.326366,b'Trinadad&Tobago',0
92,43.464733,b'Private',148769.08,b'HS-grad',10.966989,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',5.474828,0.21717142,42.660023,b'United-States',0
93,42.929592,b'Private',157125.75,b'Doctorate',10.802104,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',18.110691,0.76956654,42.223587,b'United-States',0
94,44.352917,b'Private',147202.95,b'HS-grad',10.956122,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',5.47346,0.2559935,41.232304,b'United-States',0
95,43.240936,b'Private',158346.19,b'Doctorate',10.9724045,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',9.543527,0.5119672,41.91592,b'United-States',0
96,43.73893,b'Private',160273.6,b'Doctorate',10.779762,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',20.065702,0.8997749,40.707504,b'United-States',0
97,43.824127,b'Private',150718.61,b'HS-grad',11.087254,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',6.645297,0.2867319,41.96868,b'United-States',0
98,44.35773,b'Private',183585.7,b'Doctorate',10.97643,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',18.662027,0.7659316,41.480022,b'Trinadad&Tobago',0
99,44.043453,b'Private',176397.55,b'Doctorate',10.683226,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',13.360248,0.72438955,42.952297,b'United-States',0
100,43.982094,b'Private',163243.36,b'Doctorate',11.238348,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',8.582456,0.35886532,41.833626,b'United-States',0
101,44.304264,b'Private',185230.34,b'Doctorate',10.930176,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',21.368052,0.87407076,41.578316,b'Trinadad&Tobago',0
102,44.46535,b'Private',187416.56,b'Doctorate',10.5895195,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',37.300213,1.3868555,42.636696,b'Trinadad&Tobago',0
103,42.966377,b'Private',186637.45,b'Doctorate',10.88576,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',18.173275,0.8962698,42.45309,b'Trinadad&Tobago',0
104,44.035934,b'Private',197924.31,b'Doctorate',10.99046,b'Married-civ-spouse',b'Other-service',b'Husband',b'Other',b'Female',26.419495,1.0986575,42.806507,b'United-States',0
105,42.926964,b'Private',143970.02,b'Doctorate',10.979205,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',6.610166,0.45958883,40.63241,b'United-States',0
106,42.3913,b'Private',132832.92,b'HS-grad',11.115502,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',5.8799324,0.14854956,40.82836,b'United-States',0
107,44.111015,b'Private',206300.11,b'Doctorate',10.469224,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',44.48846,1.932744,43.40854,b'Trinadad&Tobago',0
108,43.437534,b'Private',184657.42,b'Doctorate',10.690559,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',17.624918,0.6326076,41.88948,b'United-States',0
109,44.583473,b'Private',205429.38,b'Doctorate',10.561122,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',35.243874,1.7042627,43.15656,b'Trinadad&Tobago',0
110,44.767185,b'Private',225218.72,b'Doctorate',10.447149,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',58.03646,2.4620156,43.214912,b'Trinadad&Tobago',0
111,42.606544,b'Private',189700.03,b'Doctorate',11.055838,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',28.922865,1.6728466,42.372276,b'Trinadad&Tobago',0
112,45.414146,b'Private',167164.66,b'Doctorate',10.729309,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',16.885826,0.6525997,42.84186,b'United-States',0
113,44.239567,b'Private',207268.8,b'Doctorate',10.681023,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',18.000423,0.9758488,42.555237,b'Trinadad&Tobago',0
114,44.447464,b'Private',167366.86,b'Doctorate',10.913089,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',18.158373,0.70595527,40.772247,b'United-States',0
115,43.758682,b'Private',189145.62,b'Doctorate',10.734427,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',40.316177,1.6509072,42.315277,b'Trinadad&Tobago',0
116,43.725307,b'Private',179849.23,b'Doctorate',10.938724,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',8.935949,0.22897963,41.07626,b'United-States',0
117,44.755356,b'Private',205594.23,b'Doctorate',10.493961,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',36.611786,1.8688731,42.520714,b'Trinadad&Tobago',0
118,43.655514,b'Private',169491.25,b'Doctorate',10.937444,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',9.788982,0.6396178,43.196682,b'United-States',0
119,42.66852,b'Private',142195.19,b'Doctorate',11.06727,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',12.213435,0.5896375,41.15791,b'United-States',0
120,44.124966,b'Private',167681.28,b'Doctorate',11.175112,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',9.747397,0.3247794,42.05932,b'United-States',0
121,45.494865,b'Private',208007.4,b'Doctorate',10.490057,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',59.824585,2.7696867,42.589207,b'Trinadad&Tobago',0
122,44.41888,b'Private',191451.56,b'Doctorate',10.439426,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',41.38011,2.0192034,42.82236,b'Trinadad&Tobago',0
123,44.10789,b'Private',173390.1,b'Doctorate',11.103183,b'Married-civ-spouse',b'Other-service',b'Husband',b'Other',b'Female',13.619525,0.45560017,41.716427,b'United-States',0
124,44.18945,b'Private',199454.19,b'Doctorate',10.736435,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',38.519115,1.8873074,41.924675,b'Trinadad&Tobago',0
125,44.302708,b'Private',220887.17,b'Doctorate',10.587511,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',55.825153,2.0665874,43.07689,b'Trinadad&Tobago',0
126,42.937454,b'Private',193971.6,b'Doctorate',10.56636,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',21.94323,0.8099402,42.459797,b'United-States',0
127,45.03347,b'Private',200165.47,b'Doctorate',10.713986,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',29.7156,1.144873,42.03983,b'Trinadad&Tobago',0
128,43.660362,b'Private',181936.55,b'Doctorate',11.000101,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',18.778255,0.8721235,41.67452,b'United-States',0
129,43.77968,b'Private',187253.81,b'Doctorate',10.81094,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',19.958416,1.2284764,42.41584,b'Trinadad&Tobago',0
130,44.108707,b'Private',187502.4,b'Doctorate',10.97146,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',23.740294,0.69972396,41.963818,b'Trinadad&Tobago',0
131,43.237587,b'Private',185831.0,b'Doctorate',10.695664,b'Married-civ-spouse',b'Handlers-cleaners',b'Husband',b'Other',b'Female',36.233303,1.8740659,42.72393,b'Trinadad&Tobago',0
132,43.432262,b'Private',190451.77,b'Doctorate',10.709431,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',28.198675,1.4134684,42.313663,b'Trinadad&Tobago',0
133,43.324883,b'Private',161014.1,b'Doctorate',10.988493,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',14.635775,0.5902866,40.684864,b'United-States',0
134,42.9641,b'Private',170224.95,b'Doctorate',10.948016,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',11.282727,0.40315157,40.956154,b'United-States',0
135,43.539856,b'Private',174172.58,b'HS-grad',10.812976,b'Married-AF-spouse',b'Other-service',b'Husband',b'Other',b'Female',13.083089,0.4737167,42.61562,b'United-States',0
136,43.057396,b'Private',169910.19,b'HS-grad',11.138949,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',10.207627,0.4956731,41.039585,b'United-States',0
137,45.260178,b'Private',177313.48,b'Doctorate',10.797797,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',12.603276,0.41131243,41.998283,b'United-States',0
138,43.979683,b'Private',191800.98,b'Doctorate',10.819349,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',29.405657,0.9585829,42.175476,b'Trinadad&Tobago',0
139,42.955524,b'Private',179291.72,b'Doctorate',10.965648,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',27.882774,1.1839485,42.005196,b'United-States',0
140,43.760883,b'Private',166341.66,b'Doctorate',11.015149,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',9.314426,0.40190053,41.058334,b'United-States',0
141,43.612873,b'Private',183607.16,b'Doctorate',10.744252,b'Married-AF-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',21.037249,0.6540277,40.792492,b'United-States',0
142,44.34907,b'Private',183613.88,b'Doctorate',10.776597,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Other',b'Female',28.028805,1.1209863,41.475075,b'Trinadad&Tobago',0
