,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
50,37.51416,b'management',b'married',b'secondary',b'no',2054.6565,b'no',b'no',b'cellular',15.159983,b'jul',457.52185,1.7902542,-0.6617451,0.10359287,b'success',0
51,40.17894,b'management',b'married',b'secondary',b'no',4409.569,b'no',b'no',b'cellular',15.23823,b'jul',551.3011,1.944951,-0.31403065,0.23773089,b'success',0
52,37.99956,b'management',b'married',b'secondary',b'no',809.124,b'no',b'no',b'cellular',15.076402,b'jul',402.77072,1.5355334,-0.8496096,0.047059357,b'success',0
53,37.84382,b'management',b'married',b'secondary',b'no',1000.2965,b'no',b'no',b'cellular',15.083674,b'jul',401.34418,1.549944,-0.7728162,0.07294938,b'success',0
54,37.20752,b'housemaid',b'married',b'secondary',b'no',823.66595,b'no',b'no',b'cellular',14.822327,b'jul',417.19708,1.4554763,-0.86894435,0.04363358,b'success',0
55,37.996895,b'housemaid',b'married',b'secondary',b'no',1107.2012,b'no',b'no',b'cellular',14.951857,b'jul',397.81247,1.5602434,-0.76426625,0.07809624,b'success',0
56,39.950768,b'management',b'married',b'secondary',b'no',3289.0774,b'no',b'no',b'cellular',14.814205,b'jul',484.87964,1.8251488,-0.53747225,0.18685237,b'success',0
57,39.952225,b'management',b'married',b'secondary',b'no',2684.802,b'no',b'no',b'cellular',14.575869,b'jul',509.0063,1.8167509,-0.71132946,0.10763332,b'success',0
58,38.464813,b'management',b'married',b'secondary',b'no',1858.7407,b'no',b'no',b'cellular',14.86458,b'jul',452.04346,1.7697849,-0.52972794,0.15479103,b'success',0
59,38.882656,b'management',b'married',b'secondary',b'no',2195.047,b'no',b'no',b'cellular',15.188997,b'jul',460.7412,1.8301266,-0.5173838,0.14614463,b'success',0
60,39.198105,b'management',b'married',b'secondary',b'no',3112.713,b'no',b'no',b'cellular',14.59913,b'jul',486.87238,1.7446963,-0.6862514,0.10648593,b'success',0
61,39.870064,b'management',b'married',b'secondary',b'no',3113.4646,b'no',b'no',b'cellular',15.1776085,b'jul',506.51654,1.865875,-0.65379286,0.1332201,b'success',0
62,38.978626,b'management',b'married',b'secondary',b'no',2434.6477,b'no',b'no',b'cellular',14.957374,b'jul',491.65048,1.7056293,-0.6320932,0.112722814,b'success',0
63,40.45531,b'management',b'married',b'secondary',b'no',3299.2666,b'no',b'no',b'cellular',15.048151,b'jul',511.11658,1.7894726,-0.5718019,0.18244311,b'success',0
64,37.04698,b'management',b'married',b'secondary',b'no',409.54218,b'no',b'no',b'cellular',14.539639,b'jul',380.7077,1.4127065,-0.84883,0.048132986,b'success',0
65,38.980663,b'management',b'married',b'secondary',b'no',2601.6702,b'no',b'no',b'cellular',15.048836,b'jul',504.30014,1.856579,-0.4819367,0.124278665,b'success',0
66,36.536694,b'management',b'married',b'primary',b'no',48.268333,b'no',b'no',b'cellular',13.927443,b'jul',335.0303,1.3590369,-0.9190016,0.026133068,b'success',0
67,36.90348,b'housemaid',b'married',b'primary',b'no',414.24945,b'no',b'no',b'cellular',14.781538,b'jul',324.54132,1.5015701,-0.8923592,0.032590102,b'success',0
68,36.854004,b'management',b'married',b'secondary',b'no',78.01859,b'no',b'no',b'cellular',14.849474,b'jul',359.59903,1.463392,-0.9045991,0.026973758,b'success',0
69,39.67405,b'management',b'married',b'secondary',b'no',2862.8342,b'no',b'no',b'cellular',14.491345,b'jul',445.96307,1.9269282,-0.60969186,0.13501495,b'success',0
70,38.50126,b'management',b'married',b'secondary',b'no',1478.0143,b'no',b'no',b'cellular',14.599692,b'jul',465.6501,1.7386153,-0.7040529,0.08556247,b'success',0
71,40.91013,b'management',b'married',b'secondary',b'no',4713.5254,b'no',b'no',b'cellular',14.699905,b'jul',623.05334,2.5415192,0.283113,0.34817532,b'success',0
72,39.111347,b'management',b'married',b'secondary',b'no',2722.9263,b'no',b'no',b'cellular',14.674694,b'jul',459.28302,1.8903096,-0.58783627,0.13524443,b'success',0
73,39.45191,b'management',b'married',b'secondary',b'no',4066.3396,b'no',b'no',b'cellular',15.217248,b'jul',549.02356,2.2734466,-0.31426454,0.27859434,b'success',0
74,38.22226,b'housemaid',b'married',b'secondary',b'no',262.77356,b'no',b'no',b'cellular',14.750553,b'jul',395.9254,1.5002582,-0.83043075,0.07251501,b'success',0
75,36.945183,b'management',b'married',b'secondary',b'no',759.6879,b'no',b'no',b'cellular',14.951272,b'jul',377.3626,1.3815924,-0.87458366,0.036929548,b'success',0
76,39.43804,b'management',b'married',b'secondary',b'no',2439.6538,b'no',b'no',b'cellular',15.328392,b'jul',497.1695,1.9507751,-0.64581466,0.11541918,b'success',0
77,38.170444,b'management',b'married',b'secondary',b'no',1287.0781,b'no',b'no',b'cellular',14.895683,b'jul',381.77927,1.5716347,-0.854963,0.053599477,b'success',0
78,39.972916,b'management',b'married',b'secondary',b'no',2148.6868,b'no',b'no',b'cellular',15.008234,b'jul',458.1886,1.6447555,-0.70841885,0.08010417,b'success',0
79,39.08064,b'management',b'divorced',b'primary',b'no',920.9953,b'no',b'no',b'cellular',14.717409,b'jul',398.50296,1.4732146,-0.8405919,0.0420928,b'success',0
80,38.418983,b'housemaid',b'married',b'secondary',b'no',1966.6498,b'no',b'no',b'cellular',15.051891,b'jul',441.5593,1.5126233,-0.7425406,0.07868633,b'success',0
81,37.23121,b'management',b'married',b'secondary',b'no',404.67407,b'no',b'no',b'cellular',15.632,b'jul',420.30374,1.60203,-0.76447415,0.08553788,b'success',0
82,37.276646,b'housemaid',b'married',b'primary',b'no',42.983337,b'no',b'no',b'cellular',15.046304,b'jun',356.85086,1.3756611,-0.9228154,0.023619236,b'success',0
83,38.320717,b'management',b'married',b'secondary',b'no',2141.7737,b'no',b'no',b'cellular',15.338371,b'jul',420.18927,1.6359953,-0.7316258,0.069089234,b'success',0
84,36.991627,b'management',b'married',b'primary',b'no',449.91495,b'no',b'no',b'cellular',14.61568,b'jul',357.62695,1.5223314,-0.85571665,0.043363124,b'success',0
85,39.63317,b'management',b'married',b'secondary',b'no',2858.1533,b'no',b'no',b'cellular',15.328521,b'jul',550.61163,2.093214,-0.31104207,0.21752045,b'success',0
86,38.17663,b'management',b'married',b'secondary',b'no',1005.1285,b'no',b'no',b'cellular',14.74617,b'jul',397.77643,1.5699662,-0.861252,0.04357621,b'success',0
87,37.1518,b'housemaid',b'married',b'secondary',b'no',-217.88869,b'no',b'no',b'cellular',14.824374,b'jul',330.50662,1.4009567,-0.88219804,0.03140143,b'success',0
88,36.85313,b'management',b'married',b'secondary',b'no',309.22244,b'no',b'no',b'cellular',15.683278,b'jul',322.82266,1.4280705,-0.9128259,0.02790143,b'success',0
89,37.154423,b'housemaid',b'married',b'secondary',b'no',732.84607,b'no',b'no',b'cellular',14.923129,b'jul',410.9608,1.4880964,-0.86977595,0.052616,b'success',0
90,39.08286,b'management',b'married',b'secondary',b'no',2536.2444,b'no',b'no',b'cellular',14.577106,b'jul',454.04233,1.81681,-0.54147434,0.1399897,b'success',0
91,38.879944,b'management',b'married',b'secondary',b'no',1281.6487,b'no',b'no',b'cellular',14.8053055,b'jul',414.05585,1.6250511,-0.63682294,0.104281306,b'success',0
92,37.954556,b'management',b'married',b'secondary',b'no',1009.93097,b'no',b'no',b'cellular',14.954112,b'jul',349.64853,1.6615773,-0.65693736,0.13373643,b'success',0
93,38.393433,b'management',b'married',b'secondary',b'no',2905.7676,b'no',b'no',b'cellular',14.934953,b'jul',498.04538,1.7991086,-0.6280911,0.09856075,b'success',0
94,40.36122,b'management',b'married',b'secondary',b'no',4237.439,b'no',b'no',b'cellular',14.256644,b'jul',534.1653,1.9781827,-0.60405254,0.13901442,b'success',0
95,38.431908,b'housemaid',b'married',b'secondary',b'no',1930.0881,b'no',b'no',b'cellular',14.819446,b'jul',466.7423,1.7670577,-0.7545469,0.110936165,b'success',0
96,40.30052,b'management',b'married',b'secondary',b'no',3855.9507,b'no',b'no',b'cellular',15.055525,b'jul',548.6189,2.3181307,-0.12260579,0.24691,b'success',0
97,38.28516,b'management',b'married',b'secondary',b'no',1396.924,b'no',b'no',b'cellular',15.6321125,b'jul',420.52332,1.8530535,-0.6011679,0.07683411,b'success',0
98,37.528976,b'management',b'married',b'secondary',b'no',1661.5349,b'no',b'no',b'cellular',15.389475,b'jul',407.81412,1.6276176,-0.66974926,0.102593005,b'success',0
99,38.854168,b'management',b'married',b'secondary',b'no',2205.0525,b'no',b'no',b'cellular',14.947913,b'jul',466.72162,1.9137408,-0.6129403,0.14574304,b'success',0
100,38.245747,b'management',b'married',b'primary',b'no',1095.8368,b'no',b'no',b'cellular',15.227815,b'jul',385.63107,1.5442973,-0.7553785,0.07424429,b'success',0
101,38.98918,b'management',b'married',b'secondary',b'no',1929.6221,b'no',b'no',b'cellular',15.24406,b'jul',454.94476,1.8894337,-0.4657464,0.16519949,b'success',0
102,37.148552,b'management',b'married',b'secondary',b'no',976.0085,b'no',b'no',b'cellular',14.87231,b'jul',388.58942,1.5297556,-0.82479143,0.057639927,b'success',0
103,40.23237,b'management',b'married',b'secondary',b'no',3874.3037,b'no',b'no',b'cellular',14.725799,b'jul',530.40594,2.3135352,0.095430374,0.3077872,b'success',0
104,40.948036,b'management',b'married',b'secondary',b'no',4532.565,b'no',b'no',b'cellular',15.072474,b'jul',564.81964,2.1770184,-0.26343274,0.29943585,b'success',0
105,39.50331,b'management',b'married',b'secondary',b'no',3151.871,b'no',b'no',b'cellular',14.244741,b'jul',458.0882,1.7135987,-0.61073136,0.13573617,b'success',0
106,38.386818,b'housemaid',b'married',b'secondary',b'no',1814.9901,b'no',b'no',b'cellular',15.028573,b'jul',428.40295,1.615539,-0.6694374,0.08934066,b'success',0
107,38.347652,b'management',b'married',b'secondary',b'no',2575.2417,b'no',b'no',b'cellular',14.65395,b'jul',473.58643,2.0828278,-0.36717534,0.17716512,b'success',0
108,38.724022,b'management',b'married',b'secondary',b'no',1535.5747,b'no',b'no',b'cellular',14.31485,b'jul',427.65955,1.7692676,-0.6603677,0.11103451,b'success',0
109,39.695564,b'management',b'married',b'secondary',b'no',3174.6523,b'no',b'no',b'cellular',14.943966,b'jul',463.06888,1.8857235,-0.5927999,0.14811158,b'success',0
110,38.79287,b'management',b'married',b'secondary',b'no',1801.7612,b'no',b'no',b'cellular',15.589321,b'jul',456.17108,1.5986543,-0.8162935,0.047534704,b'success',0
111,38.86728,b'management',b'married',b'secondary',b'no',1312.2557,b'no',b'no',b'cellular',15.248574,b'jul',417.48846,1.6718895,-0.7137203,0.1138784,b'success',0
112,38.616512,b'management',b'married',b'secondary',b'no',2109.5908,b'no',b'no',b'cellular',14.903209,b'jul',447.9476,1.5897832,-0.6904614,0.11196062,b'success',0
113,37.64945,b'management',b'married',b'secondary',b'no',436.40045,b'no',b'no',b'cellular',14.879125,b'jul',368.62906,1.6172776,-0.68508196,0.077375025,b'success',0
114,36.337734,b'management',b'married',b'primary',b'no',-152.09541,b'no',b'no',b'cellular',14.456161,b'jul',327.41345,1.3202454,-0.88069075,0.05024746,b'success',0
115,40.756588,b'management',b'married',b'secondary',b'no',2960.1667,b'no',b'no',b'cellular',14.910825,b'jul',501.20435,2.1178832,-0.1643939,0.25943294,b'success',0
116,37.868843,b'management',b'married',b'secondary',b'no',883.05164,b'no',b'no',b'cellular',14.358104,b'jul',419.14908,1.6168674,-0.7356019,0.07280186,b'success',0
117,36.617798,b'management',b'married',b'primary',b'no',767.2675,b'no',b'no',b'cellular',14.894413,b'jul',370.36618,1.4448425,-0.8674111,0.0492312,b'success',0
118,36.804142,b'housemaid',b'married',b'primary',b'no',-617.2408,b'no',b'no',b'cellular',15.343126,b'jul',300.47797,1.2909051,-0.9529575,0.022877578,b'success',0
119,36.841156,b'housemaid',b'married',b'secondary',b'no',251.65208,b'no',b'no',b'cellular',15.629434,b'jul',347.64334,1.3614705,-0.896352,0.03713444,b'success',0
120,40.479404,b'management',b'married',b'secondary',b'no',3547.7993,b'no',b'no',b'cellular',14.846407,b'jul',543.88666,2.2076614,-0.2065978,0.2927728,b'success',0
121,39.39463,b'management',b'married',b'secondary',b'no',2972.969,b'no',b'no',b'cellular',14.934902,b'jul',469.10938,2.0552983,-0.56561685,0.13934225,b'success',0
122,38.588417,b'management',b'married',b'secondary',b'no',3238.4893,b'no',b'no',b'cellular',15.15867,b'jul',469.44443,1.7536911,-0.61369395,0.17318204,b'success',0
123,39.76522,b'management',b'married',b'secondary',b'no',4119.534,b'no',b'no',b'cellular',14.561837,b'jul',591.03784,2.4274192,0.009411335,0.2863884,b'success',0
124,38.693794,b'management',b'married',b'secondary',b'no',1616.5271,b'no',b'no',b'cellular',14.1622715,b'jul',435.29868,1.541413,-0.7225301,0.05895123,b'success',0
125,40.944313,b'management',b'married',b'secondary',b'no',4547.084,b'no',b'no',b'cellular',15.303232,b'jul',584.0144,2.6706192,0.33948016,0.38714558,b'success',0
126,38.63858,b'management',b'married',b'secondary',b'no',1931.3618,b'no',b'no',b'cellular',14.9645815,b'jul',417.47058,1.6275141,-0.6904874,0.11300966,b'success',0
127,39.14395,b'management',b'married',b'secondary',b'no',2169.2163,b'no',b'no',b'cellular',14.8160715,b'jul',457.64102,1.7878798,-0.487602,0.14175996,b'success',0
128,38.52644,b'management',b'married',b'secondary',b'no',2267.1824,b'no',b'no',b'cellular',14.889155,b'jul',477.70453,1.8990955,-0.5457883,0.14868528,b'success',0
129,39.741432,b'management',b'married',b'secondary',b'no',2072.1758,b'no',b'no',b'cellular',15.144547,b'jul',474.90863,1.713619,-0.45132327,0.21397173,b'success',0
130,34.991386,b'management',b'married',b'primary',b'no',-1199.7721,b'no',b'no',b'cellular',14.6156225,b'jul',272.9786,1.285421,-0.93692535,0.019633131,b'success',0
131,40.076683,b'management',b'married',b'secondary',b'no',1729.7375,b'no',b'no',b'cellular',15.226235,b'jul',442.19028,1.686653,-0.7586529,0.09295493,b'success',0
132,37.342525,b'housemaid',b'married',b'secondary',b'no',657.9173,b'no',b'no',b'cellular',14.398511,b'jul',364.2795,1.4408033,-0.9035208,0.038683414,b'success',0
133,38.63651,b'management',b'married',b'secondary',b'no',1166.7574,b'no',b'no',b'cellular',15.236942,b'jul',395.2622,1.781725,-0.7062099,0.09265989,b'success',0
134,39.79805,b'management',b'married',b'secondary',b'no',2738.9683,b'no',b'no',b'cellular',14.735457,b'jul',495.70587,1.895485,-0.4195404,0.21352917,b'success',0
135,37.289017,b'management',b'married',b'primary',b'no',362.18402,b'no',b'no',b'cellular',14.858408,b'jul',370.5258,1.6101269,-0.75836706,0.08394793,b'success',0
136,37.535107,b'management',b'married',b'secondary',b'no',916.5572,b'no',b'no',b'cellular',15.353502,b'jul',384.05856,1.4685786,-0.84428215,0.040035695,b'success',0
137,37.032276,b'housemaid',b'married',b'secondary',b'no',364.298,b'no',b'no',b'cellular',14.082231,b'jul',398.23694,1.6486375,-0.7686322,0.06260648,b'success',0
138,36.412186,b'management',b'married',b'secondary',b'no',981.14575,b'no',b'no',b'cellular',14.99824,b'jul',373.2108,1.5158864,-0.87380403,0.049427897,b'success',0
139,39.37875,b'management',b'married',b'secondary',b'no',2194.2722,b'no',b'no',b'cellular',14.658354,b'jul',458.50488,1.7362058,-0.56707215,0.10731369,b'success',0
140,38.037685,b'management',b'married',b'secondary',b'no',885.5694,b'no',b'no',b'cellular',14.778089,b'jul',405.0072,1.6116161,-0.6757524,0.10270774,b'success',0
141,40.089634,b'management',b'married',b'secondary',b'no',2773.475,b'no',b'no',b'cellular',14.646985,b'jul',457.7895,1.9792526,-0.15373898,0.18875375,b'success',0
142,38.61159,b'management',b'married',b'secondary',b'no',1088.8153,b'no',b'no',b'cellular',14.785077,b'jul',360.38303,1.4558384,-0.84784245,0.05267337,b'success',0
143,37.318314,b'housemaid',b'married',b'secondary',b'no',-487.87653,b'no',b'no',b'cellular',14.264057,b'jul',350.26205,1.4264944,-0.8324058,0.057885796,b'success',0
144,37.105354,b'management',b'married',b'primary',b'no',276.82968,b'no',b'no',b'cellular',14.378277,b'jul',387.1095,1.396524,-0.79371023,0.06376207,b'success',0
145,37.89097,b'housemaid',b'married',b'secondary',b'no',1665.287,b'no',b'no',b'cellular',14.799654,b'jul',431.4048,1.8271555,-0.6501286,0.105354935,b'success',0
146,36.810337,b'housemaid',b'married',b'primary',b'no',35.73534,b'no',b'no',b'cellular',15.471046,b'jul',324.88986,1.282544,-0.92499024,0.022012526,b'success',0
147,36.630215,b'housemaid',b'married',b'secondary',b'no',1010.74506,b'no',b'no',b'cellular',14.149911,b'jul',362.8011,1.5618157,-0.8187623,0.042945147,b'success',0
148,36.377293,b'management',b'married',b'secondary',b'no',994.94916,b'no',b'no',b'cellular',14.774311,b'jul',410.88998,1.4947131,-0.821517,0.054074824,b'success',0
149,38.12059,b'management',b'married',b'secondary',b'no',3048.794,b'no',b'no',b'cellular',14.605333,b'jul',451.9158,1.6505111,-0.6108093,0.12019724,b'success',0
150,37.943806,b'management',b'married',b'secondary',b'no',1743.9512,b'no',b'no',b'cellular',14.54423,b'jul',439.25497,1.5962355,-0.7095103,0.07734224,b'success',0
151,39.16827,b'management',b'married',b'secondary',b'no',2667.2007,b'no',b'no',b'cellular',14.982274,b'jul',533.19556,2.1460521,-0.21795441,0.21640584,b'success',0
152,37.68639,b'management',b'married',b'primary',b'no',1187.9336,b'no',b'no',b'cellular',14.944746,b'jul',403.21307,1.4693602,-0.8010907,0.050985068,b'success',0
153,35.782375,b'housemaid',b'married',b'secondary',b'no',-939.9538,b'no',b'no',b'cellular',14.652271,b'jul',296.89627,1.3840942,-0.9357024,0.019363875,b'success',0
154,40.15346,b'management',b'married',b'secondary',b'no',3449.9219,b'no',b'no',b'cellular',15.443455,b'jul',512.7246,1.9522736,-0.6112771,0.15763491,b'success',0
155,35.996307,b'management',b'married',b'secondary',b'no',-70.55875,b'no',b'no',b'cellular',15.367182,b'jul',338.07715,1.4214796,-0.85992664,0.04914105,b'success',0
156,38.247124,b'management',b'married',b'secondary',b'no',1430.7776,b'no',b'no',b'cellular',15.37115,b'jul',452.77203,1.7383991,-0.42338657,0.17094463,b'success',0
157,39.002335,b'management',b'married',b'secondary',b'no',2668.3364,b'no',b'no',b'cellular',14.718414,b'jul',478.25565,1.8388702,-0.5339639,0.11154264,b'success',0
158,37.196445,b'management',b'married',b'primary',b'no',503.0111,b'no',b'no',b'cellular',14.651855,b'jul',381.65323,1.4794785,-0.8505192,0.04633814,b'success',0
159,38.623478,b'management',b'married',b'secondary',b'no',1364.203,b'no',b'no',b'cellular',15.151855,b'jul',401.61063,1.7440311,-0.7084968,0.08182526,b'success',0
160,37.975746,b'management',b'married',b'secondary',b'no',2407.0574,b'no',b'no',b'cellular',14.918403,b'jul',447.45425,1.7641141,-0.72985864,0.08021891,b'success',0
161,38.200108,b'housemaid',b'married',b'secondary',b'no',1594.55,b'no',b'no',b'cellular',15.258772,b'jul',435.84332,1.8105036,-0.737499,0.09405315,b'success',0
162,38.65445,b'management',b'married',b'secondary',b'no',1260.21,b'no',b'no',b'cellular',15.068399,b'jul',419.81583,1.719578,-0.61073136,0.13476089,b'success',0
