,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
19,40.4471435546875,b'housemaid',b'married',b'secondary',b'no',465.1166687011719,b'no',b'no',b'cellular',11.119385719299316,b'oct',187.48736572265625,1.4004448652267456,277.4392395019531,7.2996506690979,b'failure',1
20,43.6107292175293,b'retired',b'married',b'secondary',b'no',33.97914505004883,b'no',b'no',b'cellular',7.254035949707031,b'nov',262.3663635253906,1.972630262374878,64.19596099853516,1.5988625288009644,b'success',1
21,46.26167678833008,b'retired',b'married',b'secondary',b'no',-128.76593017578125,b'no',b'no',b'cellular',6.9612040519714355,b'may',273.6669006347656,2.3894684314727783,13.279187202453613,0.3172449767589569,b'success',0
22,49.92681884765625,b'technician',b'divorced',b'secondary',b'no',-3506.6796875,b'no',b'no',b'cellular',3.282939910888672,b'dec',194.9265594482422,6.187180995941162,-0.989142119884491,0.00017523023416288197,b'success',0
23,62.33568572998047,b'management',b'divorced',b'tertiary',b'no',-46.97978210449219,b'no',b'no',b'cellular',7.957810878753662,b'apr',396.3072204589844,9.611754417419434,-0.9986850619316101,1.1659104529826436e-05,b'success',0
24,53.54411697387695,b'blue-collar',b'divorced',b'tertiary',b'no',3698.293701171875,b'no',b'no',b'cellular',16.59639549255371,b'jul',268.6385803222656,1.8317046165466309,0.03121495060622692,0.0061407266184687614,b'success',0
25,41.82228088378906,b'management',b'married',b'secondary',b'no',-46.67121505737305,b'no',b'no',b'cellular',8.20974349975586,b'oct',223.1165313720703,1.5997000932693481,162.92652893066406,4.168449401855469,b'other',1
26,53.405914306640625,b'technician',b'divorced',b'secondary',b'no',-3717.90234375,b'no',b'no',b'cellular',3.777035713195801,b'aug',116.73995208740234,7.325864315032959,-0.9993772506713867,8.7332982730004e-06,b'success',1
27,50.58292770385742,b'student',b'divorced',b'secondary',b'no',-1583.101806640625,b'no',b'no',b'cellular',4.091400623321533,b'jan',438.88897705078125,5.251577377319336,-0.7533254623413086,0.004167297855019569,b'success',0
28,63.222408294677734,b'self-employed',b'divorced',b'tertiary',b'no',-2188.798583984375,b'no',b'no',b'cellular',7.921505451202393,b'apr',148.76370239257812,15.075920104980469,-0.9999889731407166,9.893829400198229e-08,b'unknown',0
29,42.70722579956055,b'retired',b'married',b'secondary',b'no',783.493408203125,b'no',b'no',b'cellular',8.30683422088623,b'nov',259.4043884277344,1.8362278938293457,150.81930541992188,4.259199619293213,b'other',0
30,42.40086364746094,b'housemaid',b'married',b'tertiary',b'no',1401.7001953125,b'no',b'no',b'cellular',12.214104652404785,b'nov',204.20693969726562,1.5085563659667969,128.23817443847656,2.4505534172058105,b'other',0
31,71.1858901977539,b'entrepreneur',b'divorced',b'tertiary',b'no',-2417.451904296875,b'no',b'no',b'cellular',12.92346477508545,b'apr',119.68757629394531,12.199259757995605,-0.9999996423721313,8.190836342514274e-10,b'unknown',0
32,48.475311279296875,b'self-employed',b'married',b'secondary',b'no',654.946533203125,b'no',b'no',b'cellular',6.068405628204346,b'mar',473.93157958984375,3.6740477085113525,4.1646246910095215,0.10729730129241943,b'success',0
33,51.83193588256836,b'retired',b'divorced',b'secondary',b'no',1192.9559326171875,b'no',b'no',b'cellular',6.505090713500977,b'jul',488.7353820800781,4.329675197601318,0.6961343288421631,0.032915763556957245,b'success',0
34,48.785797119140625,b'self-employed',b'married',b'secondary',b'no',819.1260986328125,b'no',b'no',b'cellular',8.13354206085205,b'jun',224.83929443359375,3.4181830883026123,1.8735556602478027,0.0843249261379242,b'success',1
35,64.16771697998047,b'entrepreneur',b'divorced',b'tertiary',b'no',411.8170166015625,b'no',b'no',b'cellular',11.3359375,b'apr',351.886474609375,6.641236305236816,-0.998599648475647,8.08018467068905e-06,b'success',0
36,45.22501754760742,b'self-employed',b'married',b'secondary',b'no',51.64613342285156,b'no',b'no',b'cellular',6.966796398162842,b'may',257.3700256347656,2.6873154640197754,13.856084823608398,0.45023560523986816,b'success',1
37,60.13444900512695,b'retired',b'divorced',b'tertiary',b'no',-440.4920959472656,b'no',b'no',b'cellular',6.883563041687012,b'apr',408.929931640625,10.163497924804688,-0.9977558851242065,2.130734355887398e-05,b'success',0
38,80.79301452636719,b'entrepreneur',b'divorced',b'tertiary',b'no',-6043.54052734375,b'no',b'no',b'cellular',20.11456871032715,b'apr',2.718686580657959,17.81026268005371,-0.9999999403953552,1.4080736571104342e-17,b'unknown',1
39,63.43972396850586,b'entrepreneur',b'divorced',b'tertiary',b'no',2511.805419921875,b'no',b'no',b'cellular',15.290810585021973,b'apr',189.8630828857422,5.47512149810791,-0.9975028038024902,2.2561554942512885e-05,b'success',1
40,54.99857711791992,b'services',b'divorced',b'tertiary',b'no',-126.14640808105469,b'no',b'no',b'cellular',5.562417030334473,b'aug',422.4107971191406,7.659149169921875,-0.9556898474693298,0.0007179630920290947,b'success',0
41,56.877681732177734,b'services',b'divorced',b'tertiary',b'no',-1769.849365234375,b'no',b'no',b'cellular',5.465357780456543,b'aug',270.8095397949219,7.946480751037598,-0.9967290759086609,4.071422517881729e-05,b'success',0
42,63.64469909667969,b'blue-collar',b'divorced',b'tertiary',b'no',2029.2196044921875,b'no',b'no',b'cellular',15.15434455871582,b'apr',299.80755615234375,3.6748292446136475,-0.9945456981658936,2.570195465523284e-05,b'success',0
43,46.39781951904297,b'entrepreneur',b'married',b'tertiary',b'no',2242.12939453125,b'no',b'no',b'cellular',14.604636192321777,b'may',149.21234130859375,1.603659749031067,11.093055725097656,0.19154027104377747,b'success',1
44,62.47789764404297,b'admin.',b'divorced',b'tertiary',b'no',1332.0235595703125,b'no',b'no',b'cellular',21.321123123168945,b'aug',123.11271667480469,1.4278044700622559,-0.9965066313743591,4.523625648289453e-06,b'success',0
45,52.82365036010742,b'blue-collar',b'divorced',b'tertiary',b'no',3636.580810546875,b'no',b'no',b'cellular',13.324563980102539,b'jul',374.367919921875,2.183084487915039,1.4262046813964844,0.01863495633006096,b'success',0
46,55.740352630615234,b'entrepreneur',b'divorced',b'tertiary',b'no',3681.34228515625,b'no',b'no',b'cellular',16.901853561401367,b'feb',135.9593963623047,3.138634204864502,-0.8398642539978027,0.003588822903111577,b'success',1
47,54.88261413574219,b'housemaid',b'divorced',b'tertiary',b'no',2629.80859375,b'no',b'no',b'cellular',10.123451232910156,b'feb',436.02960205078125,4.476132869720459,-0.4567286968231201,0.008842241950333118,b'success',0
48,54.17753982543945,b'student',b'divorced',b'tertiary',b'no',-1921.4073486328125,b'no',b'no',b'cellular',5.645524978637695,b'aug',134.97225952148438,7.728797912597656,-0.9971213340759277,5.231270915828645e-05,b'success',1
49,72.01773071289062,b'student',b'divorced',b'tertiary',b'no',-6498.70361328125,b'no',b'no',b'cellular',8.20174789428711,b'apr',2.3612074851989746,24.390758514404297,-0.9999999403953552,3.811966429395164e-16,b'unknown',1
50,66.20982360839844,b'blue-collar',b'divorced',b'tertiary',b'no',1292.455078125,b'no',b'no',b'cellular',17.41948127746582,b'apr',174.12828063964844,3.7281181812286377,-0.999518871307373,1.9206111119274283e-06,b'success',0
51,57.28536605834961,b'blue-collar',b'divorced',b'tertiary',b'no',3774.2236328125,b'no',b'no',b'cellular',15.503983497619629,b'feb',294.33502197265625,2.6019773483276367,-0.7834970951080322,0.0017755985027179122,b'success',1
52,51.965763092041016,b'blue-collar',b'divorced',b'tertiary',b'no',2946.86572265625,b'no',b'no',b'cellular',13.126020431518555,b'jun',320.8804931640625,2.0553388595581055,1.0762033462524414,0.016664503142237663,b'success',1
53,72.54887390136719,b'blue-collar',b'divorced',b'tertiary',b'no',-1169.3094482421875,b'no',b'no',b'cellular',15.95132064819336,b'apr',110.7193832397461,7.197327613830566,-0.9999984502792358,4.223914107370774e-09,b'unknown',1
54,56.0879020690918,b'self-employed',b'divorced',b'tertiary',b'no',-562.7265014648438,b'no',b'no',b'cellular',7.004599571228027,b'aug',235.80270385742188,7.935673236846924,-0.9857292771339417,0.0002602001477498561,b'success',1
55,57.593753814697266,b'admin.',b'divorced',b'tertiary',b'no',2002.627197265625,b'no',b'no',b'cellular',20.970666885375977,b'feb',117.22772979736328,1.3594194650650024,-0.9661684632301331,6.46523039904423e-05,b'success',1
56,70.9486312866211,b'housemaid',b'divorced',b'tertiary',b'no',-3380.0302734375,b'no',b'no',b'cellular',10.512929916381836,b'apr',126.89241027832031,12.138276100158691,-0.9999998807907104,3.6353478560791075e-10,b'unknown',0
57,70.33943176269531,b'admin.',b'divorced',b'tertiary',b'no',-108.44002532958984,b'no',b'no',b'cellular',23.418100357055664,b'apr',42.03110885620117,2.438413143157959,-0.9999964833259583,7.633479626178996e-09,b'unknown',1
58,62.99869918823242,b'admin.',b'divorced',b'tertiary',b'no',2368.0009765625,b'no',b'no',b'cellular',21.915542602539062,b'apr',77.1497802734375,2.2383413314819336,-0.9987373352050781,6.82778090776992e-06,b'success',1
59,53.28414535522461,b'student',b'divorced',b'tertiary',b'no',-1684.8330078125,b'no',b'no',b'cellular',4.772029876708984,b'aug',331.9591064453125,7.718746185302734,-0.9836389422416687,0.0002478206006344408,b'success',0
60,58.567020416259766,b'technician',b'divorced',b'tertiary',b'no',-4282.43212890625,b'no',b'no',b'cellular',4.81082820892334,b'apr',44.78174591064453,9.843862533569336,-0.9999926686286926,1.0253124571590888e-07,b'unknown',1
61,42.79225158691406,b'retired',b'married',b'secondary',b'no',-202.4768524169922,b'no',b'no',b'cellular',8.904731750488281,b'oct',145.94534301757812,1.650614619255066,84.14798736572266,2.726172685623169,b'other',1
62,45.89155197143555,b'self-employed',b'married',b'secondary',b'no',-555.57373046875,b'no',b'no',b'cellular',5.983455657958984,b'nov',295.7216796875,2.274512767791748,16.357004165649414,0.37222132086753845,b'success',0
63,47.573402404785156,b'blue-collar',b'married',b'tertiary',b'no',2845.3740234375,b'no',b'no',b'cellular',14.830696105957031,b'may',218.24314880371094,1.5159122943878174,11.982404708862305,0.10696128010749817,b'success',1
64,55.162742614746094,b'housemaid',b'divorced',b'tertiary',b'no',2153.292236328125,b'no',b'no',b'cellular',8.66781234741211,b'feb',512.6304931640625,4.038214206695557,-0.312913179397583,0.008363398723304272,b'success',0
65,52.987571716308594,b'housemaid',b'divorced',b'tertiary',b'no',2232.760986328125,b'no',b'no',b'cellular',9.286911010742188,b'jan',455.310302734375,3.4242584705352783,0.40561866760253906,0.018383212387561798,b'success',0
66,59.99673080444336,b'student',b'divorced',b'tertiary',b'no',-3881.24169921875,b'no',b'no',b'cellular',6.391661167144775,b'apr',38.00239944458008,15.809256553649902,-0.9999990463256836,1.3207317905994387e-08,b'unknown',1
67,58.516929626464844,b'retired',b'divorced',b'tertiary',b'no',1585.7952880859375,b'no',b'no',b'cellular',8.570671081542969,b'aug',335.859130859375,10.08869457244873,-0.9880810976028442,0.00022789319336879998,b'success',1
68,42.092315673828125,b'housemaid',b'married',b'secondary',b'no',828.678466796875,b'no',b'no',b'cellular',10.601008415222168,b'oct',195.2859344482422,1.5339499711990356,134.02178955078125,3.1771295070648193,b'other',0
69,45.4873046875,b'services',b'married',b'secondary',b'no',-1223.58740234375,b'no',b'no',b'cellular',6.726624488830566,b'may',167.92759704589844,2.4943888187408447,3.8785266876220703,0.150250643491745,b'success',1
70,65.48966979980469,b'admin.',b'divorced',b'tertiary',b'no',620.429931640625,b'no',b'no',b'cellular',22.75442886352539,b'apr',88.27896881103516,1.3571910858154297,-0.9995887279510498,3.574619711343985e-07,b'success',0
71,56.830322265625,b'blue-collar',b'divorced',b'tertiary',b'no',3950.43408203125,b'no',b'no',b'cellular',18.06743621826172,b'dec',131.4354248046875,2.765547037124634,-0.9341859817504883,0.0008137954282574356,b'success',1
72,77.85124206542969,b'housemaid',b'divorced',b'tertiary',b'no',-5266.05859375,b'no',b'no',b'cellular',14.854403495788574,b'apr',8.264080047607422,20.347558975219727,-0.9999999403953552,1.6337197733352969e-15,b'unknown',1
73,49.42878723144531,b'entrepreneur',b'married',b'tertiary',b'no',3086.81640625,b'no',b'no',b'cellular',11.3363676071167,b'mar',331.5776062011719,2.371790885925293,7.811676502227783,0.12322962284088135,b'success',1
74,57.472511291503906,b'housemaid',b'divorced',b'tertiary',b'no',2323.603759765625,b'no',b'no',b'cellular',9.724538803100586,b'dec',511.4768371582031,4.651949405670166,-0.740175724029541,0.0029088458977639675,b'success',0
75,68.61322784423828,b'management',b'divorced',b'tertiary',b'no',-3183.01806640625,b'no',b'no',b'cellular',10.561712265014648,b'apr',68.84246826171875,18.346939086914062,-0.9999999403953552,2.3786417280291516e-10,b'unknown',0
76,54.85894012451172,b'services',b'divorced',b'tertiary',b'no',-344.6957702636719,b'no',b'no',b'cellular',6.118499755859375,b'aug',310.67364501953125,8.797901153564453,-0.9808090925216675,0.0003655474283732474,b'success',0
77,42.99271011352539,b'management',b'married',b'secondary',b'no',783.9299926757812,b'no',b'no',b'cellular',9.78253173828125,b'nov',195.52703857421875,1.6723108291625977,99.53289794921875,2.5454261302948,b'other',1
78,48.40162658691406,b'blue-collar',b'married',b'tertiary',b'no',2858.45849609375,b'no',b'no',b'cellular',15.64013957977295,b'may',178.24728393554688,1.6134657859802246,6.4764838218688965,0.07061362266540527,b'success',1
79,66.41748809814453,b'management',b'divorced',b'tertiary',b'no',-1357.0155029296875,b'no',b'no',b'cellular',12.287528038024902,b'apr',83.09912109375,15.075459480285645,-0.9999982118606567,1.6184785067707708e-08,b'unknown',1
80,56.098548889160156,b'self-employed',b'divorced',b'tertiary',b'no',-264.5542297363281,b'no',b'no',b'cellular',8.000679969787598,b'aug',203.12379455566406,7.721085548400879,-0.9871025085449219,0.00025225814897567034,b'success',1
81,50.838199615478516,b'technician',b'divorced',b'secondary',b'no',-3625.31982421875,b'no',b'no',b'cellular',3.350031614303589,b'dec',169.57691955566406,5.5087409019470215,-0.9919599294662476,0.00014260620810091496,b'success',0
82,49.37980651855469,b'services',b'divorced',b'secondary',b'no',-1227.79248046875,b'no',b'no',b'cellular',4.932227611541748,b'jun',332.9440612792969,3.902961015701294,-0.03850984573364258,0.02044064737856388,b'success',0
83,54.174129486083984,b'blue-collar',b'divorced',b'tertiary',b'no',4085.3720703125,b'no',b'no',b'cellular',18.449947357177734,b'jul',200.1329345703125,1.7183843851089478,-0.43105292320251465,0.0034181291703134775,b'success',1
84,57.57825469970703,b'management',b'divorced',b'tertiary',b'no',2022.3228759765625,b'no',b'no',b'cellular',8.309338569641113,b'dec',548.4718627929688,5.73234748840332,-0.8379411697387695,0.0019764548633247614,b'success',0
85,49.000831604003906,b'student',b'divorced',b'secondary',b'no',-2291.93798828125,b'no',b'no',b'cellular',4.823026657104492,b'jun',177.63888549804688,3.604530096054077,-0.7439699172973633,0.006091109476983547,b'success',1
86,43.71384811401367,b'housemaid',b'married',b'tertiary',b'no',1865.7655029296875,b'no',b'no',b'cellular',11.47058391571045,b'nov',230.24119567871094,1.627865195274353,107.75010681152344,2.0632193088531494,b'success',1
87,46.80393981933594,b'blue-collar',b'married',b'tertiary',b'no',2593.98876953125,b'no',b'no',b'cellular',15.704203605651855,b'may',194.77294921875,1.4039888381958008,17.853137969970703,0.15011131763458252,b'success',0
88,55.653255462646484,b'retired',b'divorced',b'tertiary',b'no',778.18212890625,b'no',b'no',b'cellular',6.802759647369385,b'dec',495.0826416015625,6.6925482749938965,-0.8974428176879883,0.0014666796196252108,b'success',0
89,67.49177551269531,b'management',b'divorced',b'tertiary',b'no',-1579.0673828125,b'no',b'no',b'cellular',11.235400199890137,b'apr',130.33148193359375,14.646655082702637,-0.9999978542327881,1.3788319819241224e-08,b'unknown',0
90,51.68150329589844,b'admin.',b'divorced',b'tertiary',b'no',3022.96630859375,b'no',b'no',b'cellular',19.342315673828125,b'jun',138.5640411376953,1.361032485961914,-0.0363008975982666,0.004324300214648247,b'success',1
91,61.47886276245117,b'housemaid',b'divorced',b'tertiary',b'no',1664.98828125,b'no',b'no',b'cellular',10.359159469604492,b'apr',486.3514709472656,7.148872375488281,-0.9870228171348572,0.00012002693256363273,b'success',0
92,49.55978775024414,b'services',b'married',b'secondary',b'no',-585.9115600585938,b'no',b'no',b'cellular',6.417085647583008,b'jun',224.15672302246094,3.1497743129730225,0.4656240940093994,0.032099589705467224,b'success',1
93,72.3238296508789,b'admin.',b'divorced',b'tertiary',b'no',-614.7197265625,b'no',b'no',b'cellular',22.694612503051758,b'apr',38.6593132019043,4.478634834289551,-0.9999997615814209,6.896059834282653e-10,b'unknown',1
94,58.72952651977539,b'housemaid',b'divorced',b'tertiary',b'no',1203.6507568359375,b'no',b'no',b'cellular',10.181650161743164,b'aug',322.1831970214844,6.0892653465271,-0.9711176753044128,0.0003721071989275515,b'success',0
95,53.42506408691406,b'self-employed',b'divorced',b'tertiary',b'no',-559.1452026367188,b'no',b'no',b'cellular',5.1792893409729,b'dec',464.422119140625,6.277993679046631,-0.8988404870033264,0.0013923534424975514,b'success',0
96,53.87373733520508,b'self-employed',b'divorced',b'tertiary',b'no',302.2403259277344,b'no',b'no',b'cellular',5.529432773590088,b'dec',514.0924682617188,7.2599663734436035,-0.8611220717430115,0.002572257537394762,b'success',0
97,41.616180419921875,b'management',b'married',b'secondary',b'no',402.4451904296875,b'no',b'no',b'cellular',8.239913940429688,b'oct',250.77915954589844,1.6128190755844116,237.973876953125,6.677166938781738,b'other',0
98,45.83875274658203,b'housemaid',b'married',b'tertiary',b'no',1606.6365966796875,b'no',b'no',b'cellular',11.957358360290527,b'nov',176.40829467773438,1.6272295713424683,23.90279769897461,0.44795721769332886,b'success',1
99,58.27526092529297,b'blue-collar',b'divorced',b'tertiary',b'no',3676.17236328125,b'no',b'no',b'cellular',14.261670112609863,b'dec',369.0428161621094,3.5525197982788086,-0.8902282118797302,0.0009623143123462796,b'success',0
